Date, 1, 2, 3, 4, 5, 6, 7, 8
1981-12-06,1917.26,1898.43,243.56,1427.29,964.52,640.45,439.20,413.59
1981-12-07,2259.52,2238.46,280.39,1694.74,1143.98,758.03,514.48,485.27
1981-12-08,1643.90,1627.86,211.23,1218.41,832.10,558.57,390.25,366.09
1981-12-09,1491.72,1476.84,192.64,1103.89,754.83,507.63,354.93,332.38
1981-12-10,2981.39,2955.11,352.51,2269.07,1530.61,995.11,664.41,628.28
1981-12-11,1960.30,1941.89,247.16,1461.28,995.04,669.63,467.34,438.37
1981-12-12,1912.42,1894.34,240.58,1426.96,971.68,653.38,455.12,426.44
1981-12-13,2566.11,2543.03,310.98,1939.52,1309.16,865.66,586.31,551.47
1981-12-14,2889.26,2863.91,346.30,2191.16,1476.77,971.13,655.44,616.83
1981-12-15,2950.45,2924.68,354.84,2234.80,1507.65,995.61,675.34,634.90
1981-12-16,2122.27,2102.61,267.68,1582.87,1081.30,730.06,514.06,480.10
1981-12-17,1868.74,1850.87,237.62,1390.49,952.08,644.59,455.11,423.97
1981-12-18,2845.68,2820.31,342.93,2154.28,1457.43,962.97,653.28,612.88
1981-12-19,14222.47,14117.90,1499.28,11133.91,7422.96,4641.19,2935.68,2804.69
1981-12-20,12945.91,12845.07,1478.16,9953.41,6595.81,4222.34,2733.12,2588.59
1981-12-21,9249.43,9169.74,1121.96,6993.01,4666.00,3079.45,2063.94,1935.67
1981-12-22,4744.74,4696.64,632.09,3489.91,2373.03,1658.26,1182.60,1091.07
1981-12-23,4017.57,3976.55,529.85,2961.28,2017.89,1400.83,996.02,915.66
1981-12-24,3363.03,3328.24,442.69,2479.19,1698.70,1175.28,838.03,767.66
1981-12-25,2972.08,2941.21,388.18,2195.39,1508.36,1040.03,740.85,677.48
1981-12-26,2905.08,2875.11,374.37,2154.45,1477.84,1013.15,716.89,656.22
1981-12-27,4010.35,3971.55,492.22,3018.07,2052.93,1370.69,937.73,865.57
1981-12-28,2943.35,2913.98,373.38,2192.10,1507.54,1029.59,728.00,667.50
1981-12-29,5484.50,5436.51,636.04,4196.06,2841.33,1844.04,1222.05,1137.56
1981-12-30,4379.62,4339.33,532.36,3306.56,2247.53,1505.18,1031.78,954.99
1981-12-31,3147.62,3116.86,398.03,2346.99,1614.57,1104.03,783.36,719.61
1982-01-01,4845.41,4799.99,587.85,3649.21,2431.09,1596.73,1075.48,994.05
1982-01-02,5068.93,5021.71,619.66,3806.93,2524.08,1659.07,1116.77,1031.98
1982-01-03,4155.56,4114.77,521.96,3093.73,2074.63,1395.55,965.57,888.39
1982-01-04,4671.87,4626.71,579.68,3490.15,2318.69,1536.32,1043.90,961.88
1982-01-05,3290.89,3257.30,422.39,2433.94,1653.79,1128.40,798.61,731.22
1982-01-06,2767.69,2738.99,357.41,2044.40,1402.91,961.80,686.34,626.94
1982-01-07,2445.19,2419.42,315.70,1806.36,1246.12,856.21,612.48,558.74
1982-01-08,2188.78,2165.27,282.63,1617.10,1120.77,771.46,553.24,504.33
1982-01-09,1983.80,1962.10,255.75,1466.31,1020.41,703.71,505.70,460.88
1982-01-10,1817.76,1797.57,233.96,1344.14,938.47,648.43,466.83,425.50
1982-01-11,1678.65,1659.72,215.74,1241.76,869.36,601.80,433.97,395.69
1982-01-12,1564.82,1546.94,200.75,1157.96,812.52,563.47,406.83,371.13
1982-01-13,1467.66,1450.69,187.97,1086.41,763.81,530.67,383.58,350.11
1982-01-14,1381.92,1365.78,176.78,1023.25,720.67,501.62,363.06,331.58
1982-01-15,1307.21,1291.79,167.02,968.21,682.86,476.15,345.04,315.33
1982-01-16,1241.28,1226.52,158.42,919.61,649.35,453.57,329.04,300.90
1982-01-17,1204.66,1190.09,153.32,892.83,629.80,440.19,319.48,292.35
1982-01-18,1390.06,1373.31,174.92,1031.15,719.07,498.08,358.08,328.47
1982-01-19,1478.83,1461.81,186.25,1097.84,762.49,525.52,376.96,346.37
1982-01-20,1599.60,1581.78,200.73,1188.63,821.53,562.61,402.20,370.06
1982-01-21,1716.82,1698.23,215.64,1275.65,877.73,598.10,426.49,392.93
1982-01-22,1870.91,1851.31,233.12,1393.97,958.56,653.57,467.63,431.58
1982-01-23,2213.25,2191.01,274.77,1651.29,1122.59,754.12,532.80,492.72
1982-01-24,1742.44,1724.28,220.49,1291.65,890.77,612.26,441.05,406.50
1982-01-25,1590.36,1573.42,202.46,1177.47,814.28,562.83,406.82,374.52
1982-01-26,2617.24,2591.75,322.71,1955.91,1311.05,870.95,604.66,560.41
1982-01-27,2190.23,2168.26,275.82,1625.39,1100.58,747.54,530.16,489.96
1982-01-28,2703.56,2677.55,333.31,2019.61,1346.18,899.80,625.26,579.18
1982-01-29,2013.21,1992.70,257.08,1488.29,1015.02,695.08,499.42,460.49
1982-01-30,1801.33,1782.48,231.55,1329.94,911.19,627.45,452.53,416.55
1982-01-31,1648.36,1630.78,212.82,1215.93,835.92,577.69,417.37,383.69
1982-02-01,1517.07,1500.58,196.26,1118.72,771.68,535.04,387.24,355.67
1982-02-02,1406.63,1391.08,182.19,1037.21,717.56,498.96,361.52,331.85
1982-02-03,1312.52,1297.79,170.11,967.87,671.30,467.95,339.32,311.35
1982-02-04,1232.66,1218.65,159.80,909.09,631.90,441.42,320.29,293.82
1982-02-05,1163.01,1149.64,150.76,857.88,597.43,418.16,303.55,278.44
1982-02-06,1101.35,1088.56,142.72,812.60,566.82,397.44,288.64,264.76
1982-02-07,1046.58,1034.31,135.54,772.41,539.52,378.91,275.29,252.54
1982-02-08,997.41,985.63,129.09,736.35,514.91,362.18,263.23,241.52
1982-02-09,953.09,941.76,123.28,703.84,492.62,347.00,252.29,231.52
1982-02-10,913.07,902.16,118.04,674.47,472.37,333.18,242.30,222.40
1982-02-11,875.88,865.36,113.17,647.18,453.49,320.29,233.00,213.91
1982-02-12,841.62,831.46,108.69,622.02,436.02,308.34,224.36,206.02
1982-02-13,937.77,925.96,119.65,695.14,486.02,342.41,249.85,230.02
1982-02-14,2339.26,2316.22,269.77,1786.51,1256.62,839.21,607.23,570.70
1982-02-15,2632.48,2608.61,313.25,2000.18,1392.55,940.72,680.10,638.90
1982-02-16,4416.90,4381.27,503.04,3397.06,2324.06,1536.30,1088.93,1027.14
1982-02-17,3386.58,3356.38,412.44,2554.97,1741.17,1202.18,867.88,812.36
1982-02-18,2431.57,2408.64,310.38,1809.38,1245.94,872.73,644.58,598.66
1982-02-19,3548.04,3515.33,431.41,2681.58,1821.22,1244.29,889.30,830.24
1982-02-20,2397.28,2374.21,307.69,1781.50,1225.84,857.94,632.65,585.44
1982-02-21,2856.06,2828.77,358.36,2138.45,1458.31,1008.97,730.88,678.30
1982-02-22,2420.93,2397.49,308.53,1802.62,1237.98,863.63,631.84,583.75
1982-02-23,2018.74,1998.68,260.68,1496.94,1035.27,724.94,533.39,490.75
1982-02-24,1796.45,1778.16,232.88,1330.66,923.09,647.40,476.32,437.25
1982-02-25,1635.06,1618.11,212.44,1210.11,841.23,590.50,433.94,397.66
1982-02-26,1501.67,1485.76,194.79,1111.87,774.55,544.33,399.98,366.19
1982-02-27,1751.30,1733.02,223.84,1302.48,901.25,629.98,460.82,423.72
1982-02-28,1473.74,1458.23,189.92,1093.11,761.86,535.02,392.81,359.98
1982-03-01,5290.06,5240.51,632.15,4019.07,2712.73,1772.49,1224.05,1153.87
1982-03-02,4462.92,4419.44,561.94,3342.56,2244.38,1517.33,1059.65,993.24
1982-03-03,3654.25,3617.00,475.91,2702.70,1825.51,1257.77,899.83,838.56
1982-03-04,2943.32,2912.81,390.18,2163.72,1474.74,1027.20,748.11,693.57
1982-03-05,2402.47,2377.44,321.18,1762.31,1211.61,847.37,621.78,573.64
1982-03-06,2093.86,2071.67,280.62,1535.73,1060.35,742.40,545.48,501.81
1982-03-07,1853.81,1833.80,248.05,1360.55,943.15,661.49,486.21,446.47
1982-03-08,1746.55,1727.32,232.55,1283.54,889.58,623.75,458.21,420.57
1982-03-09,1747.74,1728.41,231.56,1286.34,889.99,623.87,458.04,421.20
1982-03-10,1705.12,1686.25,225.49,1255.64,868.89,608.76,446.83,411.13
1982-03-11,1588.04,1570.36,210.31,1167.83,810.09,568.17,417.09,383.29
1982-03-12,1441.07,1424.88,191.07,1059.32,737.49,518.52,380.65,349.28
1982-03-13,1332.75,1317.59,176.42,980.33,684.52,482.24,353.91,324.56
1982-03-14,1278.75,1263.95,168.72,941.25,657.24,463.28,340.11,311.97
1982-03-15,1260.35,1245.62,165.87,928.11,647.81,456.69,335.09,307.62
1982-03-16,1431.49,1414.81,188.63,1053.08,729.24,510.19,372.82,343.70
1982-03-17,1264.32,1249.80,167.08,929.64,647.61,455.62,333.81,306.95
1982-03-18,1372.14,1356.35,181.75,1008.28,698.68,489.00,357.26,329.50
1982-03-19,1235.05,1220.92,163.85,907.22,631.35,444.01,325.00,299.13
1982-03-20,1152.47,1139.17,153.10,846.34,590.05,416.03,304.44,279.98
1982-03-21,1086.38,1073.70,144.33,797.85,557.06,393.55,288.01,264.74
1982-03-22,1025.75,1013.64,136.18,753.58,526.91,372.98,272.95,250.86
1982-03-23,973.52,961.92,129.11,715.48,500.83,355.08,259.83,238.79
1982-03-24,925.78,914.65,122.62,680.73,476.97,338.70,247.84,227.80
1982-03-25,884.05,873.35,116.95,650.30,455.95,324.21,237.22,218.05
1982-03-26,847.26,836.91,111.91,623.58,437.44,311.50,227.94,209.58
1982-03-27,836.46,826.00,110.25,615.58,431.38,307.18,224.99,206.89
1982-03-28,1379.37,1362.49,177.98,1020.52,705.55,486.67,355.54,331.92
1982-03-29,1763.94,1745.06,229.38,1306.92,898.69,609.83,441.77,414.69
1982-03-30,2147.77,2126.25,281.16,1589.54,1089.50,735.38,532.64,501.89
1982-03-31,5270.72,5223.12,645.95,3970.81,2677.15,1737.44,1218.17,1162.92
1982-04-01,5262.42,5215.08,651.79,3951.46,2616.60,1755.96,1235.84,1171.24
1982-04-02,7337.47,7274.95,892.35,5538.65,3642.69,2409.24,1661.76,1572.68
1982-04-03,10191.37,10105.31,1229.64,7693.47,5041.02,3339.99,2271.12,2148.09
1982-04-04,6757.61,6694.12,870.32,5004.66,3307.24,2281.01,1610.93,1506.90
1982-04-05,5498.76,5445.25,717.36,4055.43,2701.19,1883.85,1351.37,1257.09
1982-04-06,5154.33,5104.27,666.74,3811.15,2543.18,1766.25,1265.18,1174.11
1982-04-07,5285.05,5234.58,672.54,3927.20,2616.74,1802.14,1280.42,1188.14
1982-04-08,3813.51,3774.84,501.01,2805.65,1895.15,1329.40,967.75,890.62
1982-04-09,3001.56,2970.51,399.60,2200.93,1504.50,1057.80,775.72,710.00
1982-04-10,2562.98,2536.14,341.29,1880.89,1292.91,908.86,668.13,610.16
1982-04-11,8043.14,7974.11,935.69,6122.47,4014.24,2651.90,1808.91,1698.84
1982-04-12,10118.10,10029.78,1197.15,7648.74,4993.71,3320.18,2250.83,2116.55
1982-04-13,8997.44,8916.31,1098.69,6744.12,4447.90,3003.18,2072.33,1937.87
1982-04-14,12829.33,12716.96,1524.33,9673.57,6362.26,4227.14,2877.70,2704.86
1982-04-15,6460.68,6395.43,842.17,4757.45,3198.89,2255.43,1627.83,1501.87
1982-04-16,4358.37,4312.10,583.91,3188.19,2180.52,1548.39,1137.19,1038.26
1982-04-17,3586.21,3547.75,480.11,2624.71,1805.77,1278.11,940.33,855.42
1982-04-18,3023.44,2990.78,403.43,2215.94,1534.27,1084.33,799.35,725.61
1982-04-19,2622.00,2593.48,348.35,1924.51,1339.42,945.90,697.96,632.76
1982-04-20,2299.76,2274.38,304.23,1690.41,1182.81,835.50,617.52,559.63
1982-04-21,2039.91,2016.97,268.86,1501.26,1055.67,746.46,552.81,501.22
1982-04-22,1841.15,1820.09,241.92,1356.33,957.59,677.91,502.75,456.23
1982-04-23,1690.27,1670.66,221.32,1246.17,882.39,625.45,464.35,421.73
1982-04-24,1566.48,1548.06,204.47,1155.71,820.40,582.35,432.87,393.54
1982-04-25,1463.09,1445.67,190.43,1080.09,768.33,546.27,406.57,370.01
1982-04-26,1374.96,1358.41,178.49,1015.61,723.78,515.50,384.16,349.98
1982-04-27,1298.56,1282.78,168.18,959.66,684.98,488.79,364.72,332.62
1982-04-28,1230.59,1215.49,159.06,909.88,650.32,465.03,347.42,317.19
1982-04-29,1171.09,1156.61,151.10,866.24,619.80,444.10,332.19,303.58
1982-04-30,1118.01,1104.09,144.03,827.25,592.44,425.34,318.53,291.37
1982-05-01,1069.07,1055.67,137.58,791.27,567.12,408.03,305.91,280.10
1982-05-02,1025.40,1012.49,131.83,759.11,544.40,392.44,294.54,269.90
1982-05-03,984.86,972.40,126.54,729.23,523.25,377.92,283.94,260.40
1982-05-04,947.73,935.71,121.70,701.85,503.82,364.55,274.17,251.61
1982-05-05,912.73,901.12,117.20,675.99,485.43,351.90,264.93,243.29
1982-05-06,879.61,868.39,112.99,651.48,467.93,339.88,256.14,235.39
1982-05-07,848.97,838.12,109.07,628.81,451.77,328.70,247.94,227.99
1982-05-08,820.00,809.51,105.39,607.35,436.44,318.09,240.15,220.95
1982-05-09,792.93,782.77,101.93,587.31,422.15,308.13,232.83,214.30
1982-05-10,767.02,757.19,98.66,568.11,408.42,298.57,225.80,207.91
1982-05-11,742.46,732.94,95.56,549.90,395.40,289.48,219.09,201.81
1982-05-12,718.95,709.74,92.60,532.46,382.92,280.75,212.65,195.94
1982-05-13,696.36,687.43,89.78,515.69,370.89,272.34,206.43,190.28
1982-05-14,674.77,666.13,87.09,499.66,359.40,264.28,200.46,184.82
1982-05-15,654.05,645.68,84.52,484.28,348.36,256.51,194.70,179.57
1982-05-16,634.18,626.06,82.05,469.51,337.77,249.04,189.15,174.49
1982-05-17,615.06,607.20,79.69,455.31,327.58,241.85,183.80,169.59
1982-05-18,596.68,589.06,77.41,441.65,317.78,234.90,178.63,164.86
1982-05-19,578.98,571.59,75.23,428.50,308.34,228.20,173.63,160.27
1982-05-20,561.91,554.75,73.12,415.82,299.24,221.73,168.79,155.84
1982-05-21,545.46,538.53,71.09,403.60,290.47,215.48,164.12,151.54
1982-05-22,529.58,522.86,69.14,391.79,282.00,209.43,159.59,147.38
1982-05-23,514.24,507.72,67.25,380.40,273.82,203.59,155.20,143.35
1982-05-24,499.43,493.11,65.43,369.39,265.92,197.93,150.95,139.44
1982-05-25,485.11,478.99,63.67,358.75,258.29,192.45,146.84,135.65
1982-05-26,471.29,465.34,61.97,348.48,250.92,187.15,142.85,131.97
1982-05-27,457.92,452.16,60.32,338.55,243.80,182.02,138.98,128.40
1982-05-28,445.00,439.41,58.73,328.96,236.91,177.05,135.22,124.94
1982-05-29,432.50,427.08,57.19,319.67,230.25,172.23,131.58,121.58
1982-05-30,420.40,415.14,55.70,310.69,223.81,167.56,128.05,118.31
1982-05-31,408.69,403.59,54.26,302.00,217.57,163.04,124.62,115.15
1982-06-01,397.36,392.41,52.86,293.59,211.54,158.66,121.30,112.07
1982-06-02,386.39,381.58,51.50,285.45,205.70,154.41,118.07,109.09
1982-06-03,375.76,371.10,50.18,277.56,200.04,150.28,114.93,106.19
1982-06-04,365.89,361.35,48.96,270.23,194.77,146.45,112.02,103.49
1982-06-05,363.99,359.25,48.74,268.65,193.45,145.44,111.21,102.81
1982-06-06,350.77,346.42,47.12,258.98,186.58,140.43,107.40,99.25
1982-06-07,340.99,336.77,45.89,251.74,181.39,136.63,104.50,96.56
1982-06-08,331.54,327.46,44.71,244.74,176.39,132.96,101.69,93.96
1982-06-09,322.42,318.45,43.57,237.98,171.55,129.41,98.98,91.43
1982-06-10,313.59,309.75,42.46,231.44,166.88,125.97,96.34,88.99
1982-06-11,305.07,301.33,41.39,225.13,162.36,122.64,93.80,86.62
1982-06-12,296.82,293.19,40.35,219.02,157.99,119.42,91.32,84.33
1982-06-13,288.84,285.32,39.35,213.12,153.76,116.30,88.93,82.10
1982-06-14,281.11,277.70,38.37,207.40,149.68,113.27,86.61,79.95
1982-06-15,273.64,270.33,37.42,201.88,145.72,110.35,84.36,77.86
1982-06-16,266.41,263.19,36.51,196.53,141.90,107.51,82.17,75.83
1982-06-17,259.40,256.27,35.62,191.35,138.19,104.75,80.05,73.86
1982-06-18,252.61,249.58,34.75,186.33,134.61,102.09,78.00,71.95
1982-06-19,246.04,243.09,33.91,181.48,131.13,99.50,76.00,70.10
1982-06-20,239.67,236.80,33.10,176.77,127.77,96.99,74.07,68.30
1982-06-21,233.50,230.71,32.31,172.22,124.51,94.56,72.19,66.55
1982-06-22,227.52,224.81,31.54,167.80,121.35,92.20,70.37,64.86
1982-06-23,221.72,219.09,30.79,163.52,118.30,89.91,68.60,63.21
1982-06-24,216.10,213.54,30.07,159.38,115.33,87.69,66.88,61.61
1982-06-25,210.65,208.16,29.36,155.36,112.46,85.53,65.21,60.06
1982-06-26,227.83,224.40,31.46,167.69,120.80,91.62,69.82,64.50
1982-06-27,268.65,263.88,36.40,197.80,140.89,106.67,81.56,75.84
1982-06-28,234.78,231.92,32.48,173.33,124.23,94.07,71.63,66.31
1982-06-29,235.33,232.26,32.49,173.64,124.32,94.15,71.68,66.40
1982-06-30,223.49,220.75,31.03,164.88,118.22,89.59,68.12,63.02
1982-07-01,216.21,213.56,30.07,159.50,114.44,86.77,65.93,60.96
1982-07-02,211.01,208.40,29.34,155.68,111.75,84.77,64.39,59.50
1982-07-03,211.50,208.74,29.22,156.14,112.01,84.95,64.56,59.68
1982-07-04,200.10,197.65,27.85,147.67,106.08,80.55,61.13,56.44
1982-07-05,192.87,190.51,26.90,142.30,102.31,77.74,58.95,54.39
1982-07-06,186.17,183.90,26.03,137.34,98.83,75.14,56.93,52.50
1982-07-07,179.93,177.74,25.21,132.74,95.59,72.72,55.06,50.74
1982-07-08,174.10,171.99,24.44,128.44,92.57,70.45,53.30,49.09
1982-07-09,168.64,166.59,23.71,124.41,89.73,68.33,51.66,47.55
1982-07-10,163.48,161.51,23.02,120.62,87.06,66.32,50.10,46.09
1982-07-11,158.62,156.71,22.37,117.04,84.54,64.43,48.64,44.72
1982-07-12,154.00,152.16,21.75,113.65,82.15,62.63,47.24,43.41
1982-07-13,149.62,147.84,21.16,110.44,79.89,60.92,45.92,42.17
1982-07-14,145.45,143.72,20.60,107.38,77.73,59.29,44.65,40.99
1982-07-15,141.47,139.80,20.06,104.46,75.67,57.73,43.45,39.86
1982-07-16,137.67,136.04,19.54,101.68,73.70,56.24,42.29,38.78
1982-07-17,134.03,132.45,19.05,99.01,71.82,54.81,41.18,37.75
1982-07-18,130.54,129.01,18.57,96.46,70.01,53.44,40.12,36.75
1982-07-19,127.19,125.71,18.11,94.01,68.28,52.12,39.09,35.80
1982-07-20,123.97,122.53,17.67,91.66,66.61,50.85,38.11,34.88
1982-07-21,120.88,119.48,17.25,89.39,65.01,49.62,37.16,33.99
1982-07-22,117.89,116.53,16.84,87.21,63.47,48.44,36.25,33.14
1982-07-23,115.02,113.70,16.44,85.11,61.98,47.30,35.36,32.32
1982-07-24,112.25,110.96,16.06,83.09,60.55,46.20,34.51,31.52
1982-07-25,109.57,108.32,15.69,81.13,59.16,45.14,33.69,30.76
1982-07-26,106.98,105.77,15.33,79.24,57.82,44.11,32.89,30.01
1982-07-27,104.48,103.30,14.98,77.42,56.52,43.11,32.12,29.30
1982-07-28,102.06,100.91,14.64,75.65,55.27,42.15,31.37,28.60
1982-07-29,99.72,98.60,14.32,73.95,54.06,41.21,30.65,27.93
1982-07-30,97.46,96.36,14.00,72.29,52.88,40.31,29.94,27.27
1982-07-31,97.85,96.72,13.97,72.65,53.08,40.42,30.03,27.37
1982-08-01,94.74,93.67,13.57,70.35,51.45,39.19,29.07,26.47
1982-08-02,92.54,91.50,13.27,68.74,50.31,38.31,28.39,25.84
1982-08-03,90.41,89.41,12.97,67.19,49.21,37.46,27.73,25.23
1982-08-04,88.36,87.38,12.68,65.69,48.14,36.64,27.10,24.63
1982-08-05,86.37,85.42,12.40,64.24,47.11,35.84,26.48,24.06
1982-08-06,84.44,83.52,12.13,62.83,46.11,35.07,25.88,23.51
1982-08-07,82.58,81.68,11.87,61.47,45.15,34.32,25.30,22.97
1982-08-08,80.77,79.89,11.62,60.15,44.21,33.59,24.74,22.45
1982-08-09,79.02,78.16,11.37,58.87,43.30,32.88,24.19,21.94
1982-08-10,77.31,76.48,11.13,57.63,42.41,32.20,23.66,21.45
1982-08-11,76.10,75.27,10.94,56.74,41.76,31.69,23.27,21.09
1982-08-12,74.35,73.56,10.70,55.47,40.85,30.99,22.73,20.59
1982-08-13,72.78,72.00,10.47,54.32,40.03,30.35,22.24,20.13
1982-08-14,71.24,70.48,10.25,53.20,39.24,29.73,21.76,19.69
1982-08-15,69.75,69.01,10.04,52.12,38.46,29.13,21.30,19.26
1982-08-16,68.31,67.59,9.83,51.06,37.71,28.54,20.85,18.84
1982-08-17,66.90,66.20,9.63,50.04,36.98,27.97,20.41,18.44
1982-08-18,65.53,64.85,9.43,49.04,36.27,27.42,19.98,18.04
1982-08-19,64.20,63.53,9.24,48.07,35.58,26.88,19.57,17.66
1982-08-20,62.90,62.25,9.05,47.13,34.90,26.35,19.16,17.29
1982-08-21,61.64,61.01,8.87,46.21,34.24,25.84,18.77,16.92
1982-08-22,60.42,59.80,8.69,45.32,33.60,25.34,18.39,16.57
1982-08-23,59.22,58.62,8.52,44.44,32.98,24.85,18.01,16.22
1982-08-24,58.06,57.47,8.35,43.60,32.37,24.38,17.65,15.89
1982-08-25,56.92,56.35,8.18,42.77,31.78,23.92,17.29,15.56
1982-08-26,55.82,55.26,8.02,41.96,31.20,23.46,16.95,15.24
1982-08-27,54.74,54.19,7.86,41.18,30.64,23.02,16.61,14.93
1982-08-28,53.69,53.15,7.71,40.41,30.09,22.59,16.28,14.63
1982-08-29,53.27,52.72,7.62,40.10,29.83,22.39,16.13,14.50
1982-08-30,52.07,51.55,7.46,39.23,29.20,21.91,15.76,14.15
1982-08-31,51.06,50.56,7.31,38.50,28.68,21.50,15.45,13.87
1982-09-01,50.09,49.59,7.17,37.79,28.17,21.10,15.14,13.58
1982-09-02,49.13,48.65,7.03,37.09,27.67,20.71,14.85,13.31
1982-09-03,48.20,47.73,6.89,36.41,27.19,20.33,14.56,13.04
1982-09-04,47.30,46.84,6.76,35.75,26.71,19.96,14.27,12.78
1982-09-05,46.42,45.97,6.63,35.11,26.25,19.60,14.00,12.53
1982-09-06,45.56,45.12,6.50,34.48,25.80,19.24,13.73,12.28
