Date, 1, 2, 3, 4, 5, 6, 7, 8
1981-10-29,4.37,47.36,56.22,172.67,263.53,122.97,3.05,73.58
1981-10-30,2.11,35.61,42.09,122.70,124.50,67.46,2.32,53.84
1981-10-31,1.21,27.93,32.95,94.70,84.42,46.87,1.83,40.03
1981-11-01,1.07,24.91,29.08,83.91,70.06,39.16,1.55,34.18
1981-11-02,.95,22.30,25.77,74.68,59.18,33.55,1.33,29.40
1981-11-03,.84,20.16,23.10,67.32,51.33,29.53,1.14,25.58
1981-11-04,.76,18.42,20.94,61.46,45.59,26.57,.99,22.50
1981-11-05,.68,16.92,19.10,56.43,41.00,24.19,.86,19.94
1981-11-06,.62,15.63,17.54,52.19,37.37,22.29,.76,17.80
1981-11-07,.56,14.52,16.19,48.57,34.44,20.75,.66,16.00
1981-11-08,.51,13.54,15.03,45.48,32.05,19.47,.59,14.48
1981-11-09,.47,12.70,14.03,42.85,30.08,18.40,.52,13.19
1981-11-10,.78,13.24,14.56,44.16,30.79,18.69,.54,14.51
1981-11-11,1.21,15.53,17.24,50.77,35.54,21.28,.65,18.84
1981-11-12,3.80,40.90,46.30,128.54,108.21,60.22,1.27,59.70
1981-11-13,7.14,103.88,116.22,305.74,277.53,142.99,2.03,158.39
1981-11-14,12.09,222.58,241.96,601.78,520.19,259.97,2.87,350.77
1981-11-15,17.86,368.61,392.65,901.02,702.81,373.72,3.85,561.36
1981-11-16,44.65,916.27,943.11,2107.69,1513.13,895.86,11.03,1446.07
1981-11-17,51.69,996.21,1044.72,2227.38,1424.36,895.84,18.83,1494.85
1981-11-18,30.53,545.76,603.42,1144.56,654.23,430.71,14.16,776.31
1981-11-19,22.17,383.42,426.07,774.74,445.77,286.72,11.39,538.49
1981-11-20,20.99,350.84,386.61,716.18,419.33,268.34,11.66,501.74
1981-11-21,26.51,432.24,467.36,915.39,556.65,358.40,15.74,650.23
1981-11-22,25.50,402.50,433.22,835.20,511.72,326.35,16.82,619.01
1981-11-23,35.27,555.65,585.26,1205.16,773.52,491.42,26.03,910.47
1981-11-24,37.46,559.81,587.40,1193.27,748.62,480.18,30.69,938.03
1981-11-25,28.38,390.95,417.90,775.29,480.49,306.06,25.65,652.08
1981-11-26,36.42,475.38,501.54,992.42,623.17,399.48,32.77,810.51
1981-11-27,42.46,549.39,576.23,1167.81,744.12,473.31,40.67,954.54
1981-11-28,26.99,351.81,376.16,677.92,432.39,273.49,31.41,609.23
1981-11-29,22.92,294.70,316.41,562.49,366.80,230.17,28.33,510.61
1981-11-30,20.13,254.99,274.32,483.79,321.25,200.89,25.92,441.68
1981-12-01,18.34,226.90,244.17,432.11,290.75,181.35,24.16,395.48
1981-12-02,17.70,215.88,231.83,414.95,281.38,175.71,23.67,378.17
1981-12-03,16.81,203.32,218.16,392.42,268.97,167.58,22.96,359.07
1981-12-04,15.07,179.60,192.79,342.23,238.01,148.14,20.99,318.36
1981-12-05,13.98,163.28,175.45,310.06,217.22,135.59,19.50,290.66
1981-12-06,18.83,227.58,243.56,462.77,324.07,201.25,25.61,413.59
1981-12-07,21.06,263.33,280.39,550.76,385.95,243.56,29.21,485.27
1981-12-08,16.05,198.22,211.23,386.31,273.53,168.32,24.16,366.09
1981-12-09,14.88,180.30,192.64,349.06,247.20,152.70,22.55,332.38
1981-12-10,26.28,333.53,352.51,738.46,535.51,330.70,36.13,628.28
1981-12-11,18.41,233.45,247.16,466.25,325.41,202.28,28.97,438.37
1981-12-12,18.08,226.80,240.58,455.28,318.30,198.26,28.68,426.44
1981-12-13,23.08,292.53,310.98,630.36,443.50,279.35,34.83,551.47
1981-12-14,25.36,326.44,346.30,714.39,505.64,315.68,38.61,616.83
1981-12-15,25.77,335.04,354.84,727.14,512.04,320.26,40.44,634.90
1981-12-16,19.66,252.06,267.68,501.57,351.24,216.00,33.95,480.10
1981-12-17,17.87,222.76,237.62,438.42,307.49,189.48,31.14,423.97
1981-12-18,25.37,323.09,342.93,696.85,494.46,309.69,40.41,612.88
1981-12-19,104.57,1484.72,1499.28,3710.94,2781.77,1705.51,130.99,2804.69
1981-12-20,100.84,1413.49,1478.16,3357.60,2373.47,1489.21,144.53,2588.59
1981-12-21,79.69,1054.77,1121.96,2327.01,1586.55,1015.51,128.26,1935.67
1981-12-22,48.10,574.64,632.09,1116.87,714.78,475.66,91.53,1091.07
1981-12-23,41.02,485.43,529.85,943.39,617.06,404.81,80.36,915.66
1981-12-24,34.79,406.35,442.69,780.49,523.42,337.25,70.38,767.66
1981-12-25,30.87,357.65,388.18,687.03,468.33,299.19,63.37,677.48
1981-12-26,29.97,346.29,374.37,676.61,464.69,296.26,60.67,656.22
1981-12-27,38.81,461.26,492.22,965.14,682.25,432.96,72.16,865.57
1981-12-28,29.37,348.50,373.38,684.56,477.95,301.59,60.50,667.50
1981-12-29,47.99,604.41,636.04,1354.73,997.29,621.99,84.48,1137.56
1981-12-30,40.29,500.41,532.36,1059.03,742.35,473.40,76.80,954.99
1981-12-31,30.77,371.83,398.03,732.43,510.54,320.67,63.75,719.61
1982-01-01,45.42,562.93,587.85,1218.12,834.35,521.25,81.43,994.05
1982-01-02,47.22,595.13,619.66,1282.85,865.01,542.30,84.79,1031.98
1982-01-03,40.78,499.09,521.96,1019.10,679.09,429.98,77.18,888.39
1982-01-04,45.16,556.88,579.68,1171.47,782.36,492.42,82.03,961.88
1982-01-05,33.59,400.97,422.39,780.16,525.38,329.80,67.39,731.22
1982-01-06,28.70,337.18,357.41,641.49,441.11,275.46,59.39,626.94
1982-01-07,25.77,297.37,315.70,560.24,389.91,243.74,53.74,558.74
1982-01-08,23.51,265.54,282.63,496.34,349.31,218.22,48.91,504.33
1982-01-09,21.70,240.04,255.75,445.90,316.71,198.01,44.82,460.88
1982-01-10,20.20,219.47,233.96,405.67,290.05,181.59,41.34,425.50
1982-01-11,18.94,202.22,215.74,372.40,267.56,167.83,38.28,395.69
1982-01-12,17.88,188.23,200.75,345.44,249.04,156.64,35.71,371.13
1982-01-13,16.97,176.31,187.97,322.60,233.14,147.09,33.47,350.11
1982-01-14,16.15,165.74,176.78,302.58,219.05,138.56,31.48,331.58
1982-01-15,15.42,156.56,167.02,285.34,206.71,131.11,29.72,315.33
1982-01-16,14.77,148.48,158.42,270.27,195.77,124.53,28.15,300.90
1982-01-17,14.57,143.94,153.32,263.03,189.61,120.72,27.13,292.35
1982-01-18,16.75,167.24,174.92,312.08,220.99,140.00,29.61,328.47
1982-01-19,17.01,177.72,186.25,335.35,236.98,148.56,30.58,346.37
1982-01-20,17.82,192.41,200.73,367.10,258.93,160.41,32.14,370.06
1982-01-21,18.59,206.94,215.64,397.92,279.63,171.61,33.56,392.93
1982-01-22,19.60,224.21,233.12,435.42,304.99,185.94,36.06,431.58
1982-01-23,22.24,264.95,274.77,528.70,368.46,221.32,40.08,492.72
1982-01-24,18.16,212.14,220.49,400.88,278.51,171.21,34.55,406.50
1982-01-25,16.94,193.49,202.46,363.18,251.46,156.01,32.30,374.52
1982-01-26,25.49,313.13,322.71,644.87,440.09,266.29,44.25,560.41
1982-01-27,21.98,267.05,275.82,524.81,353.04,217.38,40.20,489.96
1982-01-28,26.00,324.63,333.31,673.43,446.38,274.54,46.07,579.18
1982-01-29,20.51,247.33,257.08,473.27,319.94,195.66,38.94,460.49
1982-01-30,18.84,220.99,231.55,418.75,283.74,174.92,35.98,416.55
1982-01-31,17.58,202.04,212.82,380.01,258.22,160.32,33.68,383.69
1982-02-01,16.50,185.59,196.26,347.04,236.64,147.80,31.57,355.67
1982-02-02,15.55,171.69,182.19,319.65,218.60,137.44,29.67,331.85
1982-02-03,14.73,159.81,170.11,296.57,203.35,128.62,27.97,311.35
1982-02-04,14.01,149.76,159.80,277.19,190.48,121.14,26.47,293.82
1982-02-05,13.37,141.00,150.76,260.45,179.27,114.60,25.11,278.44
1982-02-06,12.79,133.25,142.72,245.78,169.39,108.80,23.87,264.76
1982-02-07,12.27,126.36,135.54,232.90,160.61,103.62,22.75,252.54
1982-02-08,11.78,120.18,129.09,221.44,152.73,98.95,21.71,241.52
1982-02-09,11.33,114.63,123.28,211.23,145.62,94.71,20.77,231.52
1982-02-10,10.92,109.65,118.04,202.11,139.19,90.87,19.90,222.40
1982-02-11,10.53,105.01,113.17,193.69,133.20,87.29,19.09,213.91
1982-02-12,10.16,100.75,108.69,186.00,127.68,83.98,18.34,206.02
1982-02-13,11.81,111.17,119.65,209.12,143.60,92.57,19.83,230.02
1982-02-14,23.04,259.94,269.77,529.88,417.41,231.98,36.53,570.70
1982-02-15,23.88,295.18,313.25,607.63,451.83,260.62,41.20,638.90
1982-02-16,35.63,481.18,503.04,1073.00,787.76,447.37,61.79,1027.14
1982-02-17,30.20,388.97,412.44,813.80,538.98,334.31,55.51,812.36
1982-02-18,22.94,288.88,310.38,563.44,373.21,228.15,45.92,598.66
1982-02-19,32.72,402.34,431.41,860.36,576.92,355.00,59.05,830.24
1982-02-20,23.07,285.03,307.69,555.65,367.90,225.29,47.21,585.44
1982-02-21,27.29,331.96,358.36,680.14,449.35,278.08,52.58,678.30
1982-02-22,23.44,286.34,308.53,564.64,374.35,231.79,48.09,583.75
1982-02-23,20.06,241.06,260.68,461.67,310.34,191.54,42.64,490.75
1982-02-24,18.29,214.62,232.88,407.58,275.68,171.08,39.07,437.25
1982-02-25,16.95,195.56,212.44,368.88,250.73,156.55,36.28,397.66
1982-02-26,15.91,179.11,194.79,337.31,230.22,144.35,33.79,366.19
1982-02-27,18.28,206.70,223.84,401.23,271.27,169.16,37.10,423.72
1982-02-28,15.51,175.20,189.92,331.25,226.84,142.21,32.83,359.98
1982-03-01,49.55,589.29,632.15,1306.35,940.24,548.43,70.19,1153.87
1982-03-02,43.49,514.94,561.94,1098.17,727.06,457.67,66.41,993.24
1982-03-03,37.26,438.38,475.91,877.19,567.74,357.94,61.27,838.56
1982-03-04,30.51,358.91,390.18,688.98,447.54,279.09,54.54,693.57
1982-03-05,25.04,293.95,321.18,550.70,364.24,225.59,48.14,573.64
1982-03-06,22.19,255.33,280.62,475.38,317.95,196.92,43.67,501.81
1982-03-07,20.01,225.20,248.05,417.40,281.66,175.28,39.73,446.47
1982-03-08,19.23,211.23,232.55,393.96,265.83,165.54,37.64,420.57
1982-03-09,19.33,210.51,231.56,396.36,266.12,165.83,36.84,421.20
1982-03-10,18.87,205.13,225.49,386.75,260.12,161.94,35.70,411.13
1982-03-11,17.67,192.23,210.31,357.74,241.91,151.09,33.80,383.29
1982-03-12,16.19,174.49,191.07,321.84,218.96,137.88,31.36,349.28
1982-03-13,15.16,160.84,176.42,295.81,202.28,128.34,29.35,324.56
1982-03-14,14.79,153.98,168.72,284.01,193.96,123.17,28.13,311.97
1982-03-15,14.73,151.63,165.87,280.30,191.11,121.60,27.47,307.62
1982-03-16,16.68,173.10,188.63,323.84,219.05,137.37,29.12,343.70
1982-03-17,14.51,153.08,167.08,282.04,191.99,121.81,26.85,306.95
1982-03-18,15.79,166.32,181.75,309.60,209.67,131.74,27.76,329.50
1982-03-19,14.13,149.85,163.85,275.87,187.34,119.01,25.87,299.13
1982-03-20,13.29,139.74,153.10,256.29,174.02,111.58,24.46,279.98
1982-03-21,12.67,131.52,144.33,240.80,163.51,105.54,23.27,264.74
1982-03-22,12.11,123.88,136.18,226.68,153.93,100.03,22.09,250.86
1982-03-23,11.60,117.33,129.11,214.66,145.75,95.25,21.04,238.79
1982-03-24,11.12,111.30,122.62,203.77,138.26,90.86,20.04,227.80
1982-03-25,10.69,106.10,116.95,194.35,131.74,86.99,19.17,218.05
1982-03-26,10.35,101.43,111.91,186.13,125.95,83.56,18.36,209.58
1982-03-27,10.45,100.16,110.25,184.20,124.20,82.19,18.10,206.89
1982-03-28,16.88,163.99,177.98,314.97,218.88,131.12,23.62,331.92
1982-03-29,18.88,208.77,229.38,408.23,288.85,168.06,27.08,414.69
1982-03-30,21.52,255.54,281.16,500.04,354.12,202.74,30.75,501.89
1982-03-31,47.61,606.36,645.95,1293.66,939.71,519.27,55.25,1162.92
1982-04-01,47.34,611.83,651.79,1334.86,860.64,520.11,64.60,1171.24
1982-04-02,62.52,843.96,892.35,1895.96,1233.45,747.48,89.08,1572.68
1982-04-03,86.06,1182.20,1229.64,2652.45,1701.03,1068.87,123.03,2148.09
1982-04-04,63.48,819.15,870.32,1697.42,1026.22,670.09,104.03,1506.90
1982-04-05,53.51,672.47,717.36,1354.24,817.34,532.48,94.28,1257.09
1982-04-06,50.06,626.38,666.74,1267.97,776.93,501.06,91.08,1174.11
1982-04-07,50.47,634.85,672.54,1310.46,814.60,521.72,92.27,1188.14
1982-04-08,38.67,468.18,501.01,910.50,565.75,361.65,77.13,890.62
1982-04-09,31.05,369.99,399.60,696.43,446.70,282.08,65.71,710.00
1982-04-10,26.84,313.96,341.29,587.98,384.05,240.73,57.97,610.16
1982-04-11,69.03,915.95,935.69,2108.23,1362.34,842.99,110.07,1698.84
1982-04-12,88.32,1183.90,1197.15,2655.03,1673.52,1069.35,134.28,2116.55
1982-04-13,81.13,1073.50,1098.69,2296.22,1444.72,930.85,134.46,1937.87
1982-04-14,112.37,1519.06,1524.33,3311.31,2135.12,1349.44,172.84,2704.86
1982-04-15,65.25,795.81,842.17,1558.55,943.46,627.60,125.96,1501.87
1982-04-16,46.28,540.00,583.91,1007.67,632.12,411.20,98.93,1038.26
1982-04-17,38.47,442.93,480.11,818.94,527.66,337.78,84.91,855.42
1982-04-18,32.66,371.42,403.43,681.66,449.94,284.98,73.73,725.61
1982-04-19,28.52,320.62,348.35,585.09,393.52,247.94,65.20,632.76
1982-04-20,25.37,279.74,304.23,507.60,347.31,217.98,57.89,559.63
1982-04-21,22.93,246.85,268.86,445.59,309.20,193.66,51.58,501.22
1982-04-22,21.06,221.84,241.92,398.74,279.67,175.16,46.53,456.23
1982-04-23,19.62,203.17,221.32,363.78,256.94,161.10,42.61,421.73
1982-04-24,18.43,187.87,204.47,335.31,238.05,149.48,39.33,393.54
1982-04-25,17.42,175.15,190.43,311.76,222.06,139.70,36.56,370.01
1982-04-26,16.55,164.32,178.49,291.83,208.27,131.35,34.18,349.98
1982-04-27,15.79,154.94,168.18,274.69,196.18,124.07,32.10,332.62
1982-04-28,15.10,146.56,159.06,259.56,185.30,117.60,30.24,317.19
1982-04-29,14.48,139.28,151.10,246.43,175.71,111.91,28.61,303.58
1982-04-30,13.92,132.81,144.03,234.81,167.10,106.81,27.16,291.37
1982-05-01,13.40,126.82,137.58,224.16,159.08,102.12,25.81,280.10
1982-05-02,12.91,121.54,131.83,214.71,151.97,97.90,24.64,269.90
1982-05-03,12.45,116.63,126.54,205.99,145.33,93.98,23.55,260.40
1982-05-04,12.02,112.16,121.70,198.03,139.27,90.37,22.57,251.61
1982-05-05,11.61,107.93,117.20,190.56,133.53,86.97,21.63,243.29
1982-05-06,11.22,103.92,112.99,183.55,128.05,83.74,20.74,235.39
1982-05-07,10.85,100.24,109.07,177.04,123.07,80.76,19.95,227.99
1982-05-08,10.50,96.77,105.39,170.91,118.35,77.94,19.21,220.95
1982-05-09,10.16,93.53,101.93,165.16,114.02,75.30,18.53,214.30
1982-05-10,9.83,90.43,98.66,159.69,109.84,72.78,17.88,207.91
1982-05-11,9.52,87.49,95.56,154.50,105.92,70.39,17.28,201.81
1982-05-12,9.21,84.67,92.60,149.54,102.17,68.10,16.71,195.94
1982-05-13,8.92,81.96,89.78,144.80,98.55,65.91,16.16,190.28
1982-05-14,8.64,79.37,87.09,140.26,95.13,63.82,15.64,184.82
1982-05-15,8.37,76.89,84.52,135.91,91.85,61.81,15.14,179.57
1982-05-16,8.11,74.50,82.05,131.74,88.73,59.89,14.66,174.49
1982-05-17,7.86,72.20,79.69,127.73,85.74,58.05,14.21,169.59
1982-05-18,7.62,69.99,77.41,123.87,82.88,56.28,13.77,164.86
1982-05-19,7.38,67.87,75.23,120.16,80.14,54.58,13.35,160.27
1982-05-20,7.15,65.81,73.12,116.58,77.51,52.94,12.96,155.84
1982-05-21,6.94,63.83,71.09,113.13,74.99,51.36,12.57,151.54
1982-05-22,6.72,61.92,69.14,109.80,72.56,49.85,12.21,147.38
1982-05-23,6.52,60.07,67.25,106.58,70.23,48.38,11.86,143.35
1982-05-24,6.32,58.29,65.43,103.47,67.99,46.97,11.52,139.44
1982-05-25,6.13,56.56,63.67,100.46,65.84,45.62,11.19,135.65
1982-05-26,5.94,54.89,61.97,97.56,63.77,44.31,10.88,131.97
1982-05-27,5.76,53.28,60.32,94.76,61.78,43.04,10.58,128.40
1982-05-28,5.59,51.72,58.73,92.05,59.86,41.83,10.29,124.94
1982-05-29,5.42,50.21,57.19,89.43,58.02,40.65,10.01,121.58
1982-05-30,5.26,48.75,55.70,86.89,56.24,39.51,9.74,118.31
1982-05-31,5.10,47.33,54.26,84.43,54.53,38.42,9.47,115.15
1982-06-01,4.95,45.96,52.86,82.05,52.88,37.36,9.22,112.07
1982-06-02,4.80,44.64,51.50,79.75,51.29,36.34,8.98,109.09
1982-06-03,4.66,43.35,50.18,77.52,49.76,35.35,8.75,106.19
1982-06-04,4.54,42.16,48.96,75.46,48.32,34.43,8.52,103.49
1982-06-05,4.75,41.86,48.74,75.20,48.01,34.23,8.41,102.81
1982-06-06,4.34,40.32,47.12,72.40,46.15,33.03,8.15,99.25
1982-06-07,4.21,39.14,45.89,70.34,44.76,32.13,7.94,96.56
1982-06-08,4.09,38.01,44.71,68.35,43.43,31.27,7.74,93.96
1982-06-09,3.96,36.90,43.57,66.43,42.14,30.43,7.54,91.43
1982-06-10,3.85,35.84,42.46,64.57,40.91,29.62,7.35,88.99
1982-06-11,3.73,34.81,41.39,62.77,39.72,28.85,7.17,86.62
1982-06-12,3.62,33.82,40.35,61.03,38.57,28.09,7.00,84.33
1982-06-13,3.52,32.86,39.35,59.35,37.47,27.37,6.82,82.10
1982-06-14,3.41,31.93,38.37,57.73,36.40,26.67,6.66,79.95
1982-06-15,3.32,31.02,37.42,56.15,35.38,25.99,6.50,77.86
1982-06-16,3.22,30.15,36.51,54.63,34.39,25.34,6.34,75.83
1982-06-17,3.13,29.31,35.62,53.15,33.44,24.70,6.19,73.86
1982-06-18,3.04,28.49,34.75,51.73,32.52,24.09,6.05,71.95
1982-06-19,2.95,27.70,33.91,50.34,31.63,23.50,5.91,70.10
1982-06-20,2.87,26.93,33.10,49.00,30.78,22.92,5.77,68.30
1982-06-21,2.79,26.19,32.31,47.70,29.95,22.37,5.64,66.55
1982-06-22,2.71,25.47,31.54,46.45,29.15,21.83,5.51,64.86
1982-06-23,2.63,24.77,30.79,45.23,28.38,21.31,5.39,63.21
1982-06-24,2.56,24.10,30.07,44.05,27.64,20.81,5.27,61.61
1982-06-25,2.49,23.44,29.36,42.90,26.92,20.32,5.15,60.06
1982-06-26,3.43,25.25,31.46,46.89,29.18,21.80,5.32,64.50
1982-06-27,4.78,29.67,36.40,56.92,34.22,25.11,5.72,75.84
1982-06-28,2.85,26.11,32.48,49.10,30.15,22.44,5.32,66.31
1982-06-29,3.08,26.13,32.49,49.32,30.17,22.47,5.28,66.40
1982-06-30,2.73,24.83,31.03,46.67,28.63,21.47,5.10,63.02
1982-07-01,2.65,23.99,30.07,45.06,27.67,20.83,4.98,60.96
1982-07-02,2.60,23.38,29.34,43.93,26.99,20.38,4.89,59.50
1982-07-03,2.77,23.38,29.22,44.13,27.05,20.39,4.88,59.68
1982-07-04,2.45,22.13,27.85,41.59,25.53,19.42,4.68,56.44
1982-07-05,2.36,21.30,26.90,39.99,24.57,18.79,4.56,54.39
1982-07-06,2.27,20.52,26.03,38.52,23.69,18.21,4.43,52.50
1982-07-07,2.19,19.80,25.21,37.15,22.87,17.66,4.32,50.74
1982-07-08,2.11,19.12,24.44,35.87,22.11,17.15,4.21,49.09
1982-07-09,2.04,18.48,23.71,34.68,21.40,16.67,4.11,47.55
1982-07-10,1.97,17.87,23.02,33.56,20.74,16.22,4.01,46.09
1982-07-11,1.91,17.30,22.37,32.50,20.11,15.79,3.92,44.72
1982-07-12,1.85,16.76,21.75,31.50,19.52,15.39,3.83,43.41
1982-07-13,1.79,16.24,21.16,30.55,18.97,15.00,3.75,42.17
1982-07-14,1.73,15.75,20.60,29.65,18.44,14.64,3.66,40.99
1982-07-15,1.68,15.28,20.06,28.79,17.94,14.28,3.59,39.86
1982-07-16,1.63,14.83,19.54,27.98,17.46,13.95,3.51,38.78
1982-07-17,1.58,14.40,19.05,27.19,17.01,13.63,3.44,37.75
1982-07-18,1.53,13.98,18.57,26.45,16.58,13.32,3.37,36.75
1982-07-19,1.49,13.59,18.11,25.73,16.16,13.02,3.30,35.80
1982-07-20,1.44,13.20,17.67,25.04,15.77,12.74,3.23,34.88
1982-07-21,1.40,12.84,17.25,24.38,15.39,12.46,3.17,33.99
1982-07-22,1.36,12.49,16.84,23.74,15.03,12.19,3.11,33.14
1982-07-23,1.32,12.15,16.44,23.13,14.68,11.94,3.04,32.32
1982-07-24,1.29,11.82,16.06,22.54,14.34,11.69,2.99,31.52
1982-07-25,1.25,11.50,15.69,21.97,14.02,11.45,2.93,30.76
1982-07-26,1.22,11.20,15.33,21.42,13.71,11.22,2.87,30.01
1982-07-27,1.18,10.90,14.98,20.89,13.41,11.00,2.82,29.30
1982-07-28,1.15,10.62,14.64,20.38,13.12,10.78,2.77,28.60
1982-07-29,1.12,10.34,14.32,19.89,12.85,10.57,2.72,27.93
1982-07-30,1.09,10.07,14.00,19.41,12.58,10.36,2.67,27.27
1982-07-31,1.14,10.10,13.97,19.57,12.66,10.39,2.66,27.37
1982-08-01,1.06,9.75,13.57,18.90,12.26,10.12,2.60,26.47
1982-08-02,1.03,9.49,13.27,18.43,12.00,9.92,2.55,25.84
1982-08-03,1.01,9.25,12.97,17.98,11.75,9.73,2.51,25.23
1982-08-04,.98,9.01,12.68,17.55,11.51,9.54,2.46,24.63
1982-08-05,.95,8.77,12.40,17.12,11.27,9.36,2.42,24.06
1982-08-06,.93,8.55,12.13,16.72,11.05,9.19,2.38,23.51
1982-08-07,.90,8.33,11.87,16.32,10.83,9.02,2.33,22.97
1982-08-08,.88,8.12,11.62,15.94,10.62,8.85,2.29,22.45
1982-08-09,.86,7.92,11.37,15.58,10.41,8.69,2.25,21.94
1982-08-10,.83,7.72,11.13,15.22,10.22,8.53,2.22,21.45
1982-08-11,.83,7.59,10.94,14.99,10.07,8.41,2.18,21.09
1982-08-12,.80,7.39,10.70,14.62,9.87,8.25,2.14,20.59
1982-08-13,.78,7.21,10.47,14.29,9.68,8.11,2.11,20.13
1982-08-14,.76,7.03,10.25,13.97,9.51,7.97,2.07,19.69
1982-08-15,.74,6.86,10.04,13.65,9.34,7.83,2.04,19.26
1982-08-16,.72,6.69,9.83,13.35,9.17,7.70,2.00,18.84
1982-08-17,.70,6.53,9.63,13.06,9.01,7.56,1.97,18.44
1982-08-18,.68,6.37,9.43,12.77,8.85,7.44,1.94,18.04
1982-08-19,.67,6.22,9.24,12.50,8.70,7.31,1.91,17.66
1982-08-20,.65,6.07,9.05,12.23,8.55,7.19,1.88,17.29
1982-08-21,.64,5.93,8.87,11.97,8.40,7.07,1.85,16.92
1982-08-22,.62,5.79,8.69,11.71,8.26,6.95,1.82,16.57
1982-08-23,.60,5.65,8.52,11.46,8.13,6.84,1.79,16.22
1982-08-24,.59,5.52,8.35,11.22,7.99,6.73,1.76,15.89
1982-08-25,.58,5.39,8.18,10.99,7.86,6.62,1.73,15.56
1982-08-26,.56,5.27,8.02,10.76,7.74,6.52,1.71,15.24
1982-08-27,.55,5.15,7.86,10.54,7.61,6.41,1.68,14.93
1982-08-28,.54,5.03,7.71,10.32,7.49,6.31,1.65,14.63
1982-08-29,.54,4.99,7.62,10.28,7.44,6.26,1.63,14.50
1982-08-30,.52,4.86,7.46,10.03,7.30,6.15,1.61,14.15
1982-08-31,.51,4.75,7.31,9.82,7.18,6.05,1.58,13.87
1982-09-01,.49,4.64,7.17,9.62,7.07,5.96,1.56,13.58
1982-09-02,.48,4.53,7.03,9.42,6.96,5.86,1.53,13.31
1982-09-03,.47,4.43,6.89,9.23,6.86,5.77,1.51,13.04
1982-09-04,.46,4.33,6.76,9.04,6.75,5.69,1.49,12.78
1982-09-05,.45,4.23,6.63,8.86,6.65,5.60,1.47,12.53
1982-09-06,.44,4.14,6.50,8.68,6.55,5.51,1.44,12.28
1982-09-07,.43,4.04,6.37,8.51,6.46,5.43,1.42,12.04
1982-09-08,.42,3.95,6.25,8.35,6.36,5.35,1.40,11.81
1982-09-09,.41,3.87,6.13,8.18,6.27,5.27,1.38,11.58
1982-09-10,.40,3.78,6.02,8.02,6.18,5.19,1.36,11.36
1982-09-11,.39,3.70,5.90,7.87,6.09,5.12,1.34,11.14
1982-09-12,.38,3.62,5.79,7.72,6.01,5.04,1.32,10.93
1982-09-13,.37,3.54,5.68,7.57,5.92,4.97,1.30,10.72
1982-09-14,.36,3.46,5.58,7.43,5.84,4.90,1.28,10.51
1982-09-15,.36,3.39,5.47,7.29,5.76,4.83,1.27,10.32
1982-09-16,.35,3.31,5.37,7.15,5.68,4.76,1.25,10.12
1982-09-17,.49,3.57,5.67,7.56,5.90,4.90,1.26,10.49
1982-09-18,1.54,5.43,8.03,10.75,7.86,6.15,1.49,13.72
1982-09-19,1.85,6.87,9.86,13.24,9.25,7.06,1.65,16.14
1982-09-20,.74,5.59,8.18,10.99,7.91,6.20,1.49,13.78
1982-09-21,.70,5.28,7.77,10.45,7.57,5.98,1.44,13.17
1982-09-22,.66,5.00,7.40,9.96,7.26,5.77,1.40,12.61
1982-09-23,.62,4.75,7.07,9.52,6.99,5.59,1.36,12.11
